message_id,message_text,message_length,word_count,num_urls,num_digits,num_special_chars,spam_keyword_score,legit_keyword_score,sender_activity_score,sender_account_age_days,messages_sent_last_24h,timestamp,hour_of_day,day_of_week,spam_label
901533,Please find the attached invoice for the updated proposal. Thanks.,66,10,0,0,0,0,1,97.7,255,2,2025-11-18 13:00:00,13,1,0
901534,Exclusive deal just for you free gift cards ASAP! http://promo.example/6671,75,10,1,4,1,1,0,81.6,55,13,2025-11-23 13:00:00,13,6,1
901535,You are eligible for a refund of instant cashback ASAP!,55,10,0,0,1,1,0,51.4,137,16,2025-11-17 09:00:00,9,0,1
901536,Could you review the document and share feedback? Friday evening. Please confirm.,81,12,0,0,0,0,1,43.9,366,4,2025-12-02 03:00:00,3,1,0
901537,Payment received successfully for your subscription. 10:30 AM. Regards.,71,9,0,4,0,0,1,67.6,249,6,2025-11-18 01:00:00,1,1,0
901538,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,62,231,6,2025-12-19 07:00:00,7,4,0
901539,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,68.1,393,2,2025-11-17 07:00:00,7,0,0
901540,Thanks for your help on the project update. Friday evening. Thanks.,67,11,0,0,0,0,1,77.7,78,3,2025-10-29 22:00:00,22,2,0
901541,Let's catch up tomorrow regarding the timeline. next Monday. Appreciate it.,75,11,0,0,0,0,0,36.2,367,4,2025-11-17 17:00:00,17,0,0
901542,"Hi, can we reschedule our meeting to next Monday. Regards.",58,10,0,0,0,0,2,67.7,166,7,2025-11-07 01:00:00,1,4,0
901543,Limited offer! Get a brand new phone today only! http://bit.ly/1263,67,10,1,4,2,1,0,51.8,80,13,2025-11-05 13:00:00,13,2,1
901544,Please find the attached invoice for Friday evening. Thanks.,60,9,0,0,0,0,1,59.6,218,8,2025-12-18 08:00:00,8,3,0
901545,Here are the notes from today's discussion. Friday evening. Thanks.,67,10,0,0,0,0,1,88,371,4,2025-11-30 12:00:00,12,6,0
901546,Thanks for your help on the project update. the quarterly review. Please confirm.,81,13,0,0,0,0,1,59.1,312,6,2025-11-18 05:00:00,5,1,0
901547,Payment received successfully for your subscription. the updated proposal. Regards.,83,10,0,0,0,0,1,84.9,277,6,2025-12-11 01:00:00,1,3,0
901548,Payment received successfully for your subscription. the updated proposal. Thanks.,82,10,0,0,0,0,1,93.4,156,2,2025-12-09 00:00:00,0,1,0
901549,Please find the attached invoice for the updated proposal. Please confirm.,74,11,0,0,0,0,1,56.2,134,6,2025-11-20 20:00:00,20,3,0
901550,Thanks for your help on the project update. Friday evening. Please confirm. https://company.portal/docs/7849,108,13,1,4,0,0,1,52.9,347,5,2025-11-23 14:00:00,14,6,0
901551,Could you review the document and share feedback? the updated proposal. Appreciate it.,86,13,0,0,0,0,1,59.5,239,8,2025-12-08 16:00:00,16,0,0
901552,Here are the notes from today's discussion. 10:30 AM. Thanks.,61,10,0,4,0,0,1,46.5,422,9,2025-10-26 17:00:00,17,6,0
901553,Can you send the report by end of day? next Monday. Regards. https://company.portal/docs/3126,93,13,1,4,0,0,1,41,275,2,2025-11-13 19:00:00,19,3,0
901554,Your order has been shipped and will arrive by 10:30 AM. Let me know.,69,14,0,4,0,0,1,59.1,459,8,2025-10-27 17:00:00,17,0,0
901555,Please find the attached invoice for the updated proposal. Regards.,67,10,0,0,0,0,1,100,175,11,2025-12-11 14:00:00,14,3,0
901556,Can you send the report by end of day? the updated proposal. Regards.,69,13,0,0,0,0,1,46,225,3,2025-12-22 01:00:00,1,0,0
901557,Please find the attached invoice for next Monday. Please confirm.,65,10,0,0,0,0,1,64.5,65,7,2025-11-30 23:00:00,23,6,0
901558,Exclusive deal just for you instant cashback ASAP! https://tinyurl.com/8925,75,9,1,4,1,1,0,55.3,51,21,2025-11-19 23:00:00,23,2,1
901559,"Get rich quick with this simple trick ₹50,000 today only! https://tinyurl.com/9115",82,11,1,9,1,0,0,41.3,30,14,2025-12-08 04:00:00,4,0,1
901560,Can you send the report by end of day? the updated proposal. Thanks.,68,13,0,0,0,0,1,48.2,661,3,2025-11-24 15:00:00,15,0,0
901561,Payment received successfully for your subscription. the quarterly review. Let me know.,87,12,0,0,0,0,1,61.4,563,8,2025-11-21 07:00:00,7,4,0
901562,Can you send the report by end of day? the quarterly review. Thanks.,68,13,0,0,0,0,1,59.7,130,6,2025-11-21 21:00:00,21,4,0
901563,"Hi, can we reschedule our meeting to the quarterly review. Please confirm.",74,12,0,0,0,0,2,70.3,466,6,2025-11-16 21:00:00,21,6,0
901564,Thanks for your help on the project update. the quarterly review. Let me know.,78,14,0,0,0,0,1,40.2,530,5,2025-12-17 09:00:00,9,2,0
901565,Can you send the report by end of day? the quarterly review. Please confirm.,76,14,0,0,0,0,1,33.4,402,5,2025-12-04 05:00:00,5,3,0
901566,Act fast! Your account will be suspended unless instant cashback limited time!,78,12,0,0,2,1,0,74.8,57,16,2025-12-02 09:00:00,9,1,1
901567,Here are the notes from today's discussion. next Monday. Thanks.,64,10,0,0,0,0,1,70.9,524,4,2025-12-15 00:00:00,0,0,0
901568,Payment received successfully for your subscription. the updated proposal. Let me know.,87,12,0,0,0,0,1,,151,8,2025-12-06 15:00:00,15,5,0
901569,Here are the notes from today's discussion. the updated proposal. Thanks. https://company.portal/docs/6899,106,12,1,4,0,0,1,21.5,462,6,2025-12-13 14:00:00,14,5,0
901570,"Congratulations! You have won ₹50,000 before it expires! https://tinyurl.com/4537",81,9,1,9,2,0,0,99.4,258,17,2025-12-22 12:00:00,12,0,1
901571,Your order has been shipped and will arrive by Friday evening. Thanks.,70,12,0,0,0,0,1,57.3,548,5,2025-11-30 23:00:00,23,6,0
901572,Thanks for your help on the project update. the quarterly review. Regards.,74,12,0,0,0,0,1,68.1,606,4,2025-12-11 21:00:00,21,3,0
901573,Please find the attached invoice for the quarterly review. Appreciate it.,73,11,0,0,0,0,1,84.5,312,6,2025-12-09 19:00:00,19,1,0
901574,Earn money from home instantly exclusive bonus limited time!,60,9,0,0,1,1,0,,104,11,2025-12-10 19:00:00,19,2,1
901575,Reminder: your appointment is confirmed for 10:30 AM. Regards. https://company.portal/docs/9594,95,10,1,8,0,0,1,55.4,263,3,2025-11-18 08:00:00,8,1,0
901576,"You've been selected for a cash prize of ₹50,000 now!",53,10,0,5,1,2,0,25.7,135,18,2025-12-20 03:00:00,3,5,1
901577,Your order has been shipped and will arrive by the quarterly review. Regards.,77,13,0,0,0,0,1,20.9,210,6,2025-11-30 16:00:00,16,6,0
901578,"Hi, can we reschedule our meeting to Friday evening. Regards.",61,10,0,0,0,0,2,53.8,190,10,2025-12-16 08:00:00,8,1,0
901579,Thanks for your help on the project update. next Monday. Please confirm.,72,12,0,0,0,0,1,53.7,324,5,2025-11-01 17:00:00,17,5,0
901580,Your order has been shipped and will arrive by the updated proposal. Please confirm.,84,14,0,0,0,0,1,37.2,810,8,2025-12-11 23:00:00,23,3,0
901581,Can you send the report by end of day? 10:30 AM. Appreciate it.,63,13,0,4,0,0,1,33.7,254,9,2025-12-09 21:00:00,21,1,0
901582,Can you send the report by end of day? Friday evening. Thanks.,62,12,0,0,0,0,1,74.5,720,5,2025-12-13 20:00:00,20,5,0
901583,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,69.1,439,6,2025-12-14 23:00:00,23,6,0
901584,Could you review the document and share feedback? the updated proposal. Thanks.,79,12,0,0,0,0,1,39.3,115,2,2025-11-30 10:00:00,10,6,0
901585,Can you send the report by end of day? the quarterly review. Regards.,69,13,0,0,0,0,1,56.8,187,4,2025-12-03 19:00:00,19,2,0
901586,Thanks for your help on the project update. next Monday. Regards.,65,11,0,0,0,0,1,68.6,295,4,2025-11-13 14:00:00,14,3,0
901587,Your order has been shipped and will arrive by the quarterly review. Please confirm.,84,14,0,0,0,0,1,37.5,203,6,2025-10-29 20:00:00,20,2,0
901588,Could you review the document and share feedback? the updated proposal. Let me know.,84,14,0,0,0,0,1,66.5,375,2,2025-11-16 19:00:00,19,6,0
901589,Get rich quick with this simple trick instant cashback before it expires! http://bit.ly/1749,92,13,1,4,1,1,0,46.8,159,19,2025-12-09 12:00:00,12,1,1
901590,Payment received successfully for your subscription. next Monday. Thanks.,73,9,0,0,0,0,1,84.9,319,1,2025-11-04 11:00:00,11,1,0
901591,Can you send the report by end of day? next Monday. Let me know.,64,14,0,0,0,0,1,74.8,169,9,2025-11-08 13:00:00,13,5,0
901592,Payment received successfully for your subscription. Friday evening. Let me know.,81,11,0,0,0,0,1,89.8,530,1,2025-12-04 23:00:00,23,3,0
901593,Thanks for your help on the project update. Friday evening. Thanks.,67,11,0,0,0,0,1,13.9,653,1,2025-12-11 15:00:00,15,3,0
901594,Your order has been shipped and will arrive by 10:30 AM. Thanks.,64,12,0,4,0,0,1,,143,5,2025-11-06 01:00:00,1,3,0
901595,You are eligible for a refund of a brand new phone limited time! http://bit.ly/3548,83,14,1,4,1,0,0,17.6,17,21,2025-11-28 10:00:00,10,4,1
901596,"Earn money from home instantly ₹50,000 ASAP! http://promo.example/6235",70,8,1,9,1,0,0,36.8,8,24,2025-12-14 23:00:00,23,6,1
901597,Let's catch up tomorrow regarding the timeline. the updated proposal. Appreciate it.,84,12,0,0,0,0,0,77.8,332,7,2025-10-30 19:00:00,19,3,0
901598,Please find the attached invoice for the quarterly review. Please confirm.,74,11,0,0,0,0,1,42.5,357,8,2025-12-14 14:00:00,14,6,0
901599,Reminder: your appointment is confirmed for next Monday. Let me know.,69,11,0,0,0,0,1,55.6,638,6,2025-11-07 03:00:00,3,4,0
901600,Let's catch up tomorrow regarding the timeline. the quarterly review. Please confirm.,85,12,0,0,0,0,0,59,205,4,2025-12-02 00:00:00,0,1,0
901601,Let's catch up tomorrow regarding the timeline. Friday evening. Thanks.,71,10,0,0,0,0,0,48.4,197,3,2025-12-08 04:00:00,4,0,0
901602,Exclusive deal just for you a brand new phone before it expires! http://promo.example/9534,90,13,1,4,1,0,0,45.2,142,,2025-11-16 02:00:00,2,6,1
901603,Can you send the report by end of day? the quarterly review. Let me know.,73,15,0,0,0,0,1,57.2,234,5,2025-11-06 20:00:00,20,3,0
901604,Earn money from home instantly a brand new phone limited time! https://tinyurl.com/6138,87,12,1,4,1,0,0,27.4,38,21,2025-11-06 14:00:00,14,3,1
901605,Can you send the report by end of day? the updated proposal. Thanks.,68,13,0,0,0,0,1,34.5,468,7,2025-11-26 20:00:00,20,2,0
901606,Can you send the report by end of day? next Monday. Appreciate it.,66,13,0,0,0,0,1,73.4,310,7,2025-11-09 13:00:00,13,6,0
901607,Act fast! Your account will be suspended unless a brand new phone now! http://promo.example/3566,96,14,1,4,2,0,0,61.7,32,15,2025-11-17 01:00:00,1,0,1
901608,Here are the notes from today's discussion. 10:30 AM. Regards.,62,10,0,4,0,0,1,71.1,112,10,2025-11-25 16:00:00,16,1,0
901609,You are eligible for a refund of instant cashback ASAP! https://tinyurl.com/3063,80,11,1,4,1,1,0,52.7,15,18,2025-11-29 19:00:00,19,5,1
901610,Could you review the document and share feedback? next Monday. Regards.,71,11,0,0,0,0,1,71.7,206,7,2025-10-28 08:00:00,8,1,0
901611,Thanks for your help on the project update. 10:30 AM. Regards.,62,11,0,4,0,0,1,17.5,489,10,2025-11-16 15:00:00,15,6,0
901612,Payment received successfully for your subscription. next Monday. Thanks.,73,9,0,0,0,0,1,42.3,258,6,2025-11-29 17:00:00,17,5,0
901613,Reminder: your appointment is confirmed for 10:30 AM. Regards. https://company.portal/docs/4803,95,10,1,8,0,0,1,11.4,588,4,2025-12-02 22:00:00,22,1,0
901614,Could you review the document and share feedback? the quarterly review. Thanks.,79,12,0,0,0,0,1,65.3,482,3,2025-12-11 15:00:00,15,3,0
901615,Your order has been shipped and will arrive by Friday evening. Appreciate it. https://company.portal/docs/9052,110,14,1,4,0,0,1,44.3,459,2,2025-11-09 16:00:00,16,6,0
901616,Payment received successfully for your subscription. 10:30 AM. Thanks.,70,9,0,4,0,0,1,48.7,535,6,2025-12-02 18:00:00,18,1,0
901617,Thanks for your help on the project update. next Monday. Thanks.,64,11,0,0,0,0,1,67.4,442,,2025-10-30 22:00:00,22,3,0
901618,You are eligible for a refund of free gift cards ASAP!,54,11,0,0,1,1,0,86.8,39,20,2025-12-19 16:00:00,16,4,1
901619,Let's catch up tomorrow regarding the timeline. next Monday. Appreciate it.,75,11,0,0,0,0,0,36,323,9,2025-12-05 10:00:00,10,4,0
901620,Can you send the report by end of day? the updated proposal. Let me know.,73,15,0,0,0,0,1,56,297,8,2025-12-20 16:00:00,16,5,0
901621,"Congratulations! You have won ₹50,000 now!",42,6,0,5,2,0,0,63.9,,19,2025-12-04 13:00:00,13,3,1
901622,Act fast! Your account will be suspended unless instant cashback before it expires! http://promo.example/3117,109,14,1,4,2,1,0,79.4,54,20,2025-10-29 10:00:00,10,2,1
901623,Your order has been shipped and will arrive by the quarterly review. Let me know. https://company.portal/docs/8235,114,16,1,4,0,0,1,86.2,556,8,2025-11-03 22:00:00,22,0,0
901624,Get rich quick with this simple trick a brand new phone before it expires! https://tinyurl.com/6319,99,15,1,4,1,0,0,45.3,47,,2025-12-11 11:00:00,11,3,1
901625,"Hi, can we reschedule our meeting to the updated proposal. Regards.",67,11,0,0,0,0,2,58.4,313,7,2025-11-29 03:00:00,3,5,0
901626,Here are the notes from today's discussion. the updated proposal. Let me know.,78,13,0,0,0,0,1,31.7,373,6,2025-12-16 01:00:00,1,1,0
901627,Payment received successfully for your subscription. next Monday. Appreciate it.,80,10,0,0,0,0,1,46.3,184,6,2025-10-26 23:00:00,23,6,0
901628,Thanks for your help on the project update. the quarterly review. Appreciate it.,80,13,0,0,0,0,1,77.1,104,3,2025-11-21 01:00:00,1,4,0
901629,You are eligible for a refund of a brand new phone before it expires!,69,14,0,0,1,0,0,,53,20,2025-10-30 21:00:00,21,3,1
901630,Limited offer! Get instant cashback ASAP!,41,6,0,0,2,2,0,57.4,,24,2025-10-27 18:00:00,18,0,1
901631,Payment received successfully for your subscription. the quarterly review. Appreciate it.,89,11,0,0,0,0,1,54.8,372,3,2025-11-15 02:00:00,2,5,0
901632,Can you send the report by end of day? 10:30 AM. Please confirm.,64,13,0,4,0,0,1,14.1,328,7,2025-12-22 03:00:00,3,0,0
901633,Payment received successfully for your subscription. 10:30 AM. Let me know.,75,11,0,4,0,0,1,44.8,668,11,2025-12-08 20:00:00,20,0,0
901634,Reminder: your appointment is confirmed for next Monday. Let me know.,69,11,0,0,0,0,1,40.8,548,5,2025-11-23 00:00:00,0,6,0
901635,Reminder: your appointment is confirmed for next Monday. Thanks.,64,9,0,0,0,0,1,46.3,273,5,2025-11-10 19:00:00,19,0,0
901636,Payment received successfully for your subscription. next Monday. Appreciate it.,80,10,0,0,0,0,1,62.9,180,10,2025-11-01 07:00:00,7,5,0
901637,Let's catch up tomorrow regarding the timeline. the quarterly review. Let me know.,82,13,0,0,0,0,0,16.7,578,8,2025-11-23 06:00:00,6,6,0
901638,Get rich quick with this simple trick free gift cards today only! https://tinyurl.com/5072,90,13,1,4,1,1,0,47.2,71,16,2025-11-20 08:00:00,8,3,1
901639,Limited offer! Get a brand new phone limited time! http://promo.example/6399,76,10,1,4,2,1,0,56.1,86,17,2025-11-12 06:00:00,6,2,1
901640,Act fast! Your account will be suspended unless instant cashback now!,69,11,0,0,2,1,0,45.3,88,16,2025-11-03 10:00:00,10,0,1
901641,Can you send the report by end of day? next Monday. Please confirm.,67,13,0,0,0,0,1,47.1,873,4,2025-11-21 00:00:00,0,4,0
901642,Please find the attached invoice for the updated proposal. Thanks.,66,10,0,0,0,0,1,43.8,343,4,2025-10-25 05:00:00,5,5,0
901643,Payment received successfully for your subscription. the quarterly review. Thanks.,82,10,0,0,0,0,1,67.2,319,7,2025-11-16 13:00:00,13,6,0
901644,Payment received successfully for your subscription. 10:30 AM. Please confirm.,78,10,0,4,0,0,1,51.4,750,7,2025-10-29 19:00:00,19,2,0
901645,"Hi, can we reschedule our meeting to 10:30 AM. Let me know.",59,12,0,4,0,0,2,58.8,250,10,2025-11-23 00:00:00,0,6,0
901646,Can you send the report by end of day? the quarterly review. Regards.,69,13,0,0,0,0,1,38.6,330,5,2025-11-08 14:00:00,14,5,0
901647,Your order has been shipped and will arrive by the updated proposal. Regards. https://company.portal/docs/3810,110,14,1,4,0,0,1,41,405,6,2025-12-07 03:00:00,3,6,0
901648,Here are the notes from today's discussion. the quarterly review. Regards.,74,11,0,0,0,0,1,87.3,468,4,2025-11-23 02:00:00,2,6,0
901649,Thanks for your help on the project update. the quarterly review. Let me know.,78,14,0,0,0,0,1,31.6,58,6,2025-11-05 18:00:00,18,2,0
901650,"Hi, can we reschedule our meeting to the quarterly review. Please confirm.",74,12,0,0,0,0,2,60.8,310,7,2025-12-23 21:00:00,21,1,0
901651,Here are the notes from today's discussion. next Monday. Appreciate it.,71,11,0,0,0,0,1,54,492,7,2025-12-18 18:00:00,18,3,0
901652,Here are the notes from today's discussion. the updated proposal. Regards.,74,11,0,0,0,0,1,46.7,390,6,2025-12-11 15:00:00,15,3,0
901653,Thanks for your help on the project update. next Monday. Regards.,65,11,0,0,0,0,1,54.5,308,6,2025-11-24 17:00:00,17,0,0
901654,Here are the notes from today's discussion. next Monday. Appreciate it.,71,11,0,0,0,0,1,17.1,519,7,2025-11-22 02:00:00,2,5,0
901655,Reminder: your appointment is confirmed for the quarterly review. Regards.,74,10,0,0,0,0,1,35.8,264,,2025-11-21 16:00:00,16,4,0
901656,Thanks for your help on the project update. Friday evening. Please confirm.,75,12,0,0,0,0,1,70.3,297,5,2025-12-11 23:00:00,23,3,0
901657,Here are the notes from today's discussion. Friday evening. Appreciate it.,74,11,0,0,0,0,1,48.7,120,6,2025-12-04 06:00:00,6,3,0
901658,Please find the attached invoice for 10:30 AM. Please confirm.,62,10,0,4,0,0,1,40.1,269,10,2025-10-29 15:00:00,15,2,0
901659,Reminder: your appointment is confirmed for the quarterly review. Thanks. https://company.portal/docs/2744,106,11,1,4,0,0,1,60.1,121,6,2025-11-27 07:00:00,7,3,0
901660,"Hi, can we reschedule our meeting to next Monday. Thanks.",57,10,0,0,0,0,2,51.1,356,2,2025-12-13 12:00:00,12,5,0
901661,Payment received successfully for your subscription. next Monday. Appreciate it.,80,10,0,0,0,0,1,42.7,631,,2025-12-14 15:00:00,15,6,0
901662,Reminder: your appointment is confirmed for the updated proposal. Appreciate it.,80,11,0,0,0,0,1,69.9,336,2,2025-11-06 01:00:00,1,3,0
901663,Thanks for your help on the project update. the quarterly review. Thanks. https://company.portal/docs/5535,106,13,1,4,0,0,1,37.1,302,10,2025-11-29 14:00:00,14,5,0
901664,Limited offer! Get instant cashback before it expires! https://tinyurl.com/5957,79,9,1,4,2,2,0,53.1,108,18,2025-11-15 13:00:00,13,5,1
901665,Please find the attached invoice for next Monday. Please confirm.,65,10,0,0,0,0,1,21.7,179,,2025-12-04 00:00:00,0,3,0
901666,Thanks for your help on the project update. 10:30 AM. Please confirm.,69,12,0,4,0,0,1,86.5,202,7,2025-12-11 03:00:00,3,3,0
901667,"Hi, can we reschedule our meeting to the updated proposal. Thanks.",66,11,0,0,0,0,2,80.1,465,10,2025-11-29 00:00:00,0,5,0
901668,Click here to verify your account instant cashback now! http://bit.ly/5186,74,10,1,4,1,3,0,76.2,111,21,2025-10-25 04:00:00,4,5,1
901669,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,47.3,474,6,2025-11-21 03:00:00,3,4,0
901670,Could you review the document and share feedback? next Monday. Let me know.,75,13,0,0,0,0,1,65.1,250,7,2025-11-13 13:00:00,13,3,0
901671,Here are the notes from today's discussion. 10:30 AM. Appreciate it.,68,11,0,4,0,0,1,36.3,461,7,2025-11-14 06:00:00,6,4,0
901672,Here are the notes from today's discussion. 10:30 AM. Appreciate it.,68,11,0,4,0,0,1,45.4,394,7,2025-11-22 13:00:00,13,5,0
901673,Could you review the document and share feedback? the updated proposal. Thanks.,79,12,0,0,0,0,1,73.5,366,7,2025-12-11 01:00:00,1,3,0
901674,"URGENT: Claim your reward now ₹50,000 ASAP! https://tinyurl.com/7784",68,8,1,9,1,2,0,62.4,74,16,2025-11-02 19:00:00,19,6,1
901675,Reminder: your appointment is confirmed for next Monday. Regards.,65,9,0,0,0,0,1,72.4,196,7,2025-11-15 14:00:00,14,5,0
901676,Please find the attached invoice for the updated proposal. Appreciate it.,73,11,0,0,0,0,1,47.4,228,5,2025-11-04 08:00:00,8,1,0
901677,Let's catch up tomorrow regarding the timeline. the updated proposal. Appreciate it.,84,12,0,0,0,0,0,42.4,259,7,2025-11-23 09:00:00,9,6,0
901678,Let's catch up tomorrow regarding the timeline. next Monday. Regards.,69,10,0,0,0,0,0,48.2,293,4,2025-12-05 08:00:00,8,4,0
901679,Payment received successfully for your subscription. 10:30 AM. Appreciate it.,77,10,0,4,0,0,1,74.9,137,6,2025-12-10 06:00:00,6,2,0
901680,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,56.3,279,8,2025-12-01 19:00:00,19,0,0
901681,Please find the attached invoice for 10:30 AM. Let me know.,59,11,0,4,0,0,1,59.9,441,8,2025-10-25 16:00:00,16,5,0
901682,Get rich quick with this simple trick a brand new phone before it expires!,74,14,0,0,1,0,0,64.2,35,15,2025-11-20 01:00:00,1,3,1
901683,Your order has been shipped and will arrive by the updated proposal. Thanks.,76,13,0,0,0,0,1,74.2,293,3,2025-12-17 20:00:00,20,2,0
901684,Thanks for your help on the project update. next Monday. Thanks.,64,11,0,0,0,0,1,84.1,323,3,2025-11-20 11:00:00,11,3,0
901685,Could you review the document and share feedback? 10:30 AM. Appreciate it.,74,12,0,4,0,0,1,51.9,366,5,2025-11-27 11:00:00,11,3,0
901686,"You've been selected for a cash prize of ₹50,000 ASAP! http://promo.example/1724",80,11,1,9,1,2,0,55.5,91,26,2025-12-10 17:00:00,17,2,1
901687,Reminder: your appointment is confirmed for 10:30 AM. Let me know.,66,11,0,4,0,0,1,48.7,284,8,2025-12-22 23:00:00,23,0,0
901688,"Hi, can we reschedule our meeting to the quarterly review. Appreciate it.",73,12,0,0,0,0,2,49.8,541,2,2025-11-28 12:00:00,12,4,0
901689,Please find the attached invoice for Friday evening. Let me know.,65,11,0,0,0,0,1,32.7,374,12,2025-11-05 19:00:00,19,2,0
901690,Please find the attached invoice for next Monday. Appreciate it.,64,10,0,0,0,0,1,41.7,136,5,2025-12-11 01:00:00,1,3,0
901691,"Hi, can we reschedule our meeting to next Monday. Let me know.",62,12,0,0,0,0,2,59,287,5,2025-11-01 14:00:00,14,5,0
901692,Payment received successfully for your subscription. the updated proposal. Appreciate it.,89,11,0,0,0,0,1,36,257,7,2025-11-01 08:00:00,8,5,0
901693,Could you review the document and share feedback? 10:30 AM. Thanks.,67,11,0,4,0,0,1,62.6,245,7,2025-12-12 07:00:00,7,4,0
901694,Act fast! Your account will be suspended unless free gift cards now! https://tinyurl.com/2351,93,13,1,4,2,1,0,39.1,76,20,2025-10-28 14:00:00,14,1,1
901695,Let's catch up tomorrow regarding the timeline. next Monday. Please confirm.,76,11,0,0,0,0,0,36.9,197,4,2025-12-08 07:00:00,7,0,0
901696,Payment received successfully for your subscription. the quarterly review. Let me know.,87,12,0,0,0,0,1,48.1,622,7,2025-10-28 14:00:00,14,1,0
901697,Your order has been shipped and will arrive by the quarterly review. Appreciate it.,83,14,0,0,0,0,1,54.7,192,10,2025-12-24 00:00:00,0,2,0
901698,Could you review the document and share feedback? the updated proposal. Regards. https://company.portal/docs/6683,113,13,1,4,0,0,1,56.8,237,5,2025-10-29 11:00:00,11,2,0
901699,"Hi, can we reschedule our meeting to the updated proposal. Please confirm.",74,12,0,0,0,0,2,5.4,482,4,2025-11-07 23:00:00,23,4,0
901700,Thanks for your help on the project update. next Monday. Thanks.,64,11,0,0,0,0,1,56.7,662,11,2025-11-29 21:00:00,21,5,0
901701,Reminder: your appointment is confirmed for Friday evening. Appreciate it.,74,10,0,0,0,0,1,57.3,16,6,2025-10-30 12:00:00,12,3,0
901702,Reminder: your appointment is confirmed for the updated proposal. Thanks.,73,10,0,0,0,0,1,50.9,190,10,2025-12-23 16:00:00,16,1,0
901703,Earn money from home instantly exclusive bonus now!,51,8,0,0,1,1,0,55.7,33,28,2025-11-12 02:00:00,2,2,1
901704,Please find the attached invoice for the quarterly review. Appreciate it.,73,11,0,0,0,0,1,89.1,640,10,2025-11-17 05:00:00,5,0,0
901705,Your order has been shipped and will arrive by next Monday. Regards.,68,12,0,0,0,0,1,77.3,163,4,2025-10-28 22:00:00,22,1,0
901706,URGENT: Claim your reward now instant cashback today only! http://bit.ly/5745,77,10,1,4,1,3,0,,107,15,2025-11-30 11:00:00,11,6,1
901707,Here are the notes from today's discussion. 10:30 AM. Please confirm.,69,11,0,4,0,0,1,42.8,167,7,2025-12-22 00:00:00,0,0,0
901708,Payment received successfully for your subscription. the updated proposal. Let me know. https://company.portal/docs/5094,120,13,1,4,0,0,1,53.8,223,5,2025-11-05 08:00:00,8,2,0
901709,"Hi, can we reschedule our meeting to Friday evening. Appreciate it.",67,11,0,0,0,0,2,,1045,5,2025-12-17 17:00:00,17,2,0
901710,Reminder: your appointment is confirmed for next Monday. Let me know.,69,11,0,0,0,0,1,63.4,,5,2025-10-25 11:00:00,11,5,0
901711,"Congratulations! You have won ₹50,000 before it expires! http://bit.ly/1829",75,9,1,9,2,0,0,61.2,43,15,2025-11-14 09:00:00,9,4,1
901712,"Hi, can we reschedule our meeting to the quarterly review. Regards.",67,11,0,0,0,0,2,44.4,189,7,2025-11-11 06:00:00,6,1,0
901713,Please find the attached invoice for next Monday. Thanks.,57,9,0,0,0,0,1,47.1,205,6,2025-11-10 04:00:00,4,0,0
901714,Payment received successfully for your subscription. 10:30 AM. Regards.,71,9,0,4,0,0,1,75.8,179,7,2025-10-27 04:00:00,4,0,0
901715,URGENT: Claim your reward now instant cashback today only! https://tinyurl.com/2003,83,10,1,4,1,3,0,55.4,16,13,2025-10-26 06:00:00,6,6,1
901716,Let's catch up tomorrow regarding the timeline. the updated proposal. Please confirm.,85,12,0,0,0,0,0,39.8,307,6,2025-11-30 00:00:00,0,6,0
901717,Reminder: your appointment is confirmed for the updated proposal. Thanks.,73,10,0,0,0,0,1,64.5,443,11,2025-11-04 17:00:00,17,1,0
901718,Could you review the document and share feedback? 10:30 AM. Please confirm. https://company.portal/docs/2051,108,13,1,8,0,0,1,72.2,157,6,2025-11-24 23:00:00,23,0,0
901719,Reminder: your appointment is confirmed for the updated proposal. Thanks.,73,10,0,0,0,0,1,64.8,311,5,2025-11-16 10:00:00,10,6,0
901720,Here are the notes from today's discussion. the quarterly review. Please confirm.,81,12,0,0,0,0,1,33.8,204,5,2025-12-20 04:00:00,4,5,0
901721,Earn money from home instantly free gift cards ASAP! https://tinyurl.com/9967,77,10,1,4,1,1,0,36.6,31,18,2025-10-25 03:00:00,3,5,1
901722,Reminder: your appointment is confirmed for 10:30 AM. Let me know. https://company.portal/docs/2199,99,12,1,8,0,0,1,73.8,443,10,2025-10-31 04:00:00,4,4,0
901723,Let's catch up tomorrow regarding the timeline. the quarterly review. Thanks.,77,11,0,0,0,0,0,33.6,201,9,2025-11-02 08:00:00,8,6,0
901724,"Hi, can we reschedule our meeting to Friday evening. Let me know.",65,12,0,0,0,0,2,,215,2,2025-12-20 14:00:00,14,5,0
901725,Can you send the report by end of day? Friday evening. Let me know.,67,14,0,0,0,0,1,56,527,5,2025-12-23 19:00:00,19,1,0
901726,Here are the notes from today's discussion. Friday evening. Let me know.,72,12,0,0,0,0,1,72,338,6,2025-11-02 18:00:00,18,6,0
